longitude,latitude,label
120.51,22.09,0
120.54,22.09,0
120.57,22.09,0
120.6,22.09,0
120.63,22.09,0
120.66,22.09,0
120.69,22.09,0
120.72,22.09,1
120.75,22.09,1
120.78,22.09,1
120.81,22.09,1
120.84,22.09,1
120.87,22.09,1
120.9,22.09,0
120.93,22.09,0
120.96,22.09,0
120.99,22.09,0
121.02,22.09,0
121.05,22.09,0
121.08,22.09,0
121.11,22.09,0
121.14,22.09,0
121.17,22.09,0
121.2,22.09,0
121.23,22.09,0
121.26,22.09,0
121.29,22.09,0
121.32,22.09,0
121.35,22.09,0
121.38,22.09,0
121.41,22.09,0
121.44,22.09,0
121.47,22.09,0
121.5,22.09,0
121.53,22.09,0
121.56,22.09,0
121.59,22.09,0
121.62,22.09,0
121.65,22.09,0
121.68,22.09,0
121.71,22.09,0
121.74,22.09,0
121.77,22.09,0
121.8,22.09,0
121.83,22.09,0
121.86,22.09,0
121.89,22.09,0
121.92,22.09,0
121.95,22.09,0
121.98,22.09,0
120.0,22.119999999999997,0
120.03,22.119999999999997,0
120.06,22.119999999999997,0
120.09,22.119999999999997,0
120.12,22.119999999999997,0
120.15,22.119999999999997,0
120.18,22.119999999999997,0
120.21,22.119999999999997,0
120.24,22.119999999999997,0
120.27,22.119999999999997,0
120.3,22.119999999999997,0
120.33,22.119999999999997,0
120.36,22.119999999999997,0
120.39,22.119999999999997,0
120.42,22.119999999999997,0
120.45,22.119999999999997,0
120.48,22.119999999999997,0
120.51,22.119999999999997,0
120.54,22.119999999999997,0
120.57,22.119999999999997,0
120.6,22.119999999999997,0
120.63,22.119999999999997,0
120.66,22.119999999999997,0
120.69,22.119999999999997,0
120.72,22.119999999999997,1
120.75,22.119999999999997,1
120.78,22.119999999999997,1
120.81,22.119999999999997,1
120.84,22.119999999999997,1
120.87,22.119999999999997,1
120.9,22.119999999999997,0
120.93,22.119999999999997,0
120.96,22.119999999999997,0
120.99,22.119999999999997,0
121.02,22.119999999999997,0
121.05,22.119999999999997,0
121.08,22.119999999999997,0
121.11,22.119999999999997,0
121.14,22.119999999999997,0
121.17,22.119999999999997,0
121.2,22.119999999999997,0
121.23,22.119999999999997,0
121.26,22.119999999999997,0
121.29,22.119999999999997,0
121.32,22.119999999999997,0
121.35,22.119999999999997,0
121.38,22.119999999999997,0
121.41,22.119999999999997,0
121.44,22.119999999999997,0
121.47,22.119999999999997,0
121.5,22.119999999999997,0
121.53,22.119999999999997,0
121.56,22.119999999999997,0
121.59,22.119999999999997,0
121.62,22.119999999999997,0
121.65,22.119999999999997,0
121.68,22.119999999999997,0
121.71,22.119999999999997,0
121.74,22.119999999999997,0
121.77,22.119999999999997,0
121.8,22.119999999999997,0
121.83,22.119999999999997,0
121.86,22.119999999999997,0
121.89,22.119999999999997,0
121.92,22.119999999999997,0
121.95,22.119999999999997,0
121.98,22.119999999999997,0
120.0,22.15,0
120.03,22.15,0
120.06,22.15,0
120.09,22.15,0
120.12,22.15,0
120.15,22.15,0
120.18,22.15,0
120.21,22.15,0
120.24,22.15,0
120.27,22.15,0
120.3,22.15,0
120.33,22.15,0
120.36,22.15,0
120.39,22.15,0
120.42,22.15,0
120.45,22.15,0
120.48,22.15,0
120.51,22.15,0
120.54,22.15,0
120.57,22.15,0
120.6,22.15,0
120.63,22.15,0
120.66,22.15,0
120.69,22.15,0
120.72,22.15,1
120.75,22.15,1
120.78,22.15,1
120.81,22.15,1
120.84,22.15,1
120.87,22.15,1
120.9,22.15,0
120.93,22.15,0
120.96,22.15,0
120.99,22.15,0
121.02,22.15,0
121.05,22.15,0
121.08,22.15,0
121.11,22.15,0
121.14,22.15,0
121.17,22.15,0
121.2,22.15,0
121.23,22.15,0
121.26,22.15,0
121.29,22.15,0
121.32,22.15,0
121.35,22.15,0
121.38,22.15,0
121.41,22.15,0
121.44,22.15,0
121.47,22.15,0
121.5,22.15,0
121.53,22.15,0
121.56,22.15,0
121.59,22.15,0
121.62,22.15,0
121.65,22.15,0
121.68,22.15,0
121.71,22.15,0
121.74,22.15,0
121.77,22.15,0
121.8,22.15,0
121.83,22.15,0
121.86,22.15,0
121.89,22.15,0
121.92,22.15,0
121.95,22.15,0
121.98,22.15,0
120.0,22.18,0
120.03,22.18,0
120.06,22.18,0
120.09,22.18,0
120.12,22.18,0
120.15,22.18,0
120.18,22.18,0
120.21,22.18,0
120.24,22.18,0
120.27,22.18,0
120.3,22.18,0
120.33,22.18,0
120.36,22.18,0
120.39,22.18,0
120.42,22.18,0
120.45,22.18,0
120.48,22.18,0
120.51,22.18,0
120.54,22.18,0
120.57,22.18,0
120.6,22.18,0
120.63,22.18,0
120.66,22.18,0
120.69,22.18,0
120.72,22.18,1
120.75,22.18,1
120.78,22.18,1
120.81,22.18,1
120.84,22.18,1
120.87,22.18,1
120.9,22.18,0
120.93,22.18,0
120.96,22.18,0
120.99,22.18,0
121.02,22.18,0
121.05,22.18,0
121.08,22.18,0
121.11,22.18,0
121.14,22.18,0
121.17,22.18,0
121.2,22.18,0
121.23,22.18,0
121.26,22.18,0
121.29,22.18,0
121.32,22.18,0
121.35,22.18,0
121.38,22.18,0
121.41,22.18,0
121.44,22.18,0
121.47,22.18,0
121.5,22.18,0
121.53,22.18,0
121.56,22.18,0
121.59,22.18,0
121.62,22.18,0
121.65,22.18,0
121.68,22.18,0
121.71,22.18,0
121.74,22.18,0
121.77,22.18,0
121.8,22.18,0
121.83,22.18,0
121.86,22.18,0
121.89,22.18,0
121.92,22.18,0
121.95,22.18,0
121.98,22.18,0
120.0,22.209999999999997,0
120.03,22.209999999999997,0
120.06,22.209999999999997,0
120.09,22.209999999999997,0
120.12,22.209999999999997,0
120.15,22.209999999999997,0
120.18,22.209999999999997,0
120.21,22.209999999999997,0
120.24,22.209999999999997,0
120.27,22.209999999999997,0
120.3,22.209999999999997,0
120.33,22.209999999999997,0
120.36,22.209999999999997,0
120.39,22.209999999999997,0
120.42,22.209999999999997,0
120.45,22.209999999999997,0
120.48,22.209999999999997,0
120.51,22.209999999999997,0
120.54,22.209999999999997,0
120.57,22.209999999999997,0
120.6,22.209999999999997,0
120.63,22.209999999999997,0
120.66,22.209999999999997,0
120.69,22.209999999999997,0
120.72,22.209999999999997,1
120.75,22.209999999999997,1
120.78,22.209999999999997,1
120.81,22.209999999999997,1
120.84,22.209999999999997,1
120.87,22.209999999999997,1
120.9,22.209999999999997,0
120.93,22.209999999999997,0
120.96,22.209999999999997,0
120.99,22.209999999999997,0
121.02,22.209999999999997,0
121.05,22.209999999999997,0
121.08,22.209999999999997,0
121.11,22.209999999999997,0
121.14,22.209999999999997,0
121.17,22.209999999999997,0
121.2,22.209999999999997,0
121.23,22.209999999999997,0
121.26,22.209999999999997,0
121.29,22.209999999999997,0
121.32,22.209999999999997,0
121.35,22.209999999999997,0
121.38,22.209999999999997,0
121.41,22.209999999999997,0
121.44,22.209999999999997,0
121.47,22.209999999999997,0
121.5,22.209999999999997,0
121.53,22.209999999999997,0
121.56,22.209999999999997,0
121.59,22.209999999999997,0
121.62,22.209999999999997,0
121.65,22.209999999999997,0
121.68,22.209999999999997,0
121.71,22.209999999999997,0
121.74,22.209999999999997,0
121.77,22.209999999999997,0
121.8,22.209999999999997,0
121.83,22.209999999999997,0
121.86,22.209999999999997,0
121.89,22.209999999999997,0
121.92,22.209999999999997,0
121.95,22.209999999999997,0
121.98,22.209999999999997,0
120.0,22.24,0
120.03,22.24,0
120.06,22.24,0
120.09,22.24,0
120.12,22.24,0
120.15,22.24,0
120.18,22.24,0
120.21,22.24,0
120.24,22.24,0
120.27,22.24,0
120.3,22.24,0
120.33,22.24,0
120.36,22.24,0
120.39,22.24,0
120.42,22.24,0
120.45,22.24,0
120.48,22.24,0
120.51,22.24,0
120.54,22.24,0
120.57,22.24,0
120.6,22.24,0
120.63,22.24,0
120.66,22.24,0
120.69,22.24,1
120.72,22.24,1
120.75,22.24,1
120.78,22.24,1
120.81,22.24,1
120.84,22.24,1
120.87,22.24,1
120.9,22.24,0
120.93,22.24,0
120.96,22.24,0
120.99,22.24,0
121.02,22.24,0
121.05,22.24,0
121.08,22.24,0
121.11,22.24,0
121.14,22.24,0
121.17,22.24,0
121.2,22.24,0
121.23,22.24,0
121.26,22.24,0
121.29,22.24,0
121.32,22.24,0
121.35,22.24,0
121.38,22.24,0
121.41,22.24,0
121.44,22.24,0
121.47,22.24,0
121.5,22.24,0
121.53,22.24,0
121.56,22.24,0
121.59,22.24,0
121.62,22.24,0
121.65,22.24,0
121.68,22.24,0
121.71,22.24,0
121.74,22.24,0
121.77,22.24,0
121.8,22.24,0
121.83,22.24,0
121.86,22.24,0
121.89,22.24,0
121.92,22.24,0
121.95,22.24,0
121.98,22.24,0
120.0,22.27,0
120.03,22.27,0
120.06,22.27,0
120.09,22.27,0
120.12,22.27,0
120.15,22.27,0
120.18,22.27,0
120.21,22.27,0
120.24,22.27,0
120.27,22.27,0
120.3,22.27,0
120.33,22.27,0
120.36,22.27,0
120.39,22.27,0
120.42,22.27,0
120.45,22.27,0
120.48,22.27,0
120.51,22.27,0
120.54,22.27,0
120.57,22.27,0
120.6,22.27,0
120.63,22.27,0
120.66,22.27,1
120.69,22.27,1
120.72,22.27,1
120.75,22.27,1
120.78,22.27,1
120.81,22.27,1
120.84,22.27,1
120.87,22.27,1
120.9,22.27,0
120.93,22.27,0
120.96,22.27,0
120.99,22.27,0
121.02,22.27,0
121.05,22.27,0
121.08,22.27,0
121.11,22.27,0
121.14,22.27,0
121.17,22.27,0
121.2,22.27,0
121.23,22.27,0
121.26,22.27,0
121.29,22.27,0
121.32,22.27,0
121.35,22.27,0
121.38,22.27,0
121.41,22.27,0
121.44,22.27,0
121.47,22.27,0
121.5,22.27,0
121.53,22.27,0
121.56,22.27,0
121.59,22.27,0
121.62,22.27,0
121.65,22.27,0
121.68,22.27,0
121.71,22.27,0
121.74,22.27,0
121.77,22.27,0
121.8,22.27,0
121.83,22.27,0
121.86,22.27,0
121.89,22.27,0
121.92,22.27,0
121.95,22.27,0
121.98,22.27,0
120.0,22.3,0
120.03,22.3,0
120.06,22.3,0
120.09,22.3,0
120.12,22.3,0
120.15,22.3,0
120.18,22.3,0
120.21,22.3,0
120.24,22.3,0
120.27,22.3,0
120.3,22.3,0
120.33,22.3,0
120.36,22.3,0
120.39,22.3,0
120.42,22.3,0
120.45,22.3,0
120.48,22.3,0
120.51,22.3,0
120.54,22.3,0
120.57,22.3,0
120.6,22.3,0
120.63,22.3,0
120.66,22.3,1
120.69,22.3,1
120.72,22.3,1
120.75,22.3,1
120.78,22.3,1
120.81,22.3,1
120.84,22.3,1
120.87,22.3,1
120.9,22.3,0
120.93,22.3,0
120.96,22.3,0
120.99,22.3,0
121.02,22.3,0
121.05,22.3,0
121.08,22.3,0
121.11,22.3,0
121.14,22.3,0
121.17,22.3,0
121.2,22.3,0
121.23,22.3,0
121.26,22.3,0
121.29,22.3,0
121.32,22.3,0
121.35,22.3,0
121.38,22.3,0
121.41,22.3,0
121.44,22.3,0
121.47,22.3,0
121.5,22.3,0
121.53,22.3,0
121.56,22.3,0
121.59,22.3,0
121.62,22.3,0
121.65,22.3,0
121.68,22.3,0
121.71,22.3,0
121.74,22.3,0
121.77,22.3,0
121.8,22.3,0
121.83,22.3,0
121.86,22.3,0
121.89,22.3,0
121.92,22.3,0
121.95,22.3,0
121.98,22.3,0
120.0,22.33,0
120.03,22.33,0
120.06,22.33,0
120.09,22.33,0
120.12,22.33,0
120.15,22.33,0
120.18,22.33,0
120.21,22.33,0
120.24,22.33,0
120.27,22.33,0
120.3,22.33,0
120.33,22.33,0
120.36,22.33,1
120.39,22.33,0
120.42,22.33,0
120.45,22.33,0
120.48,22.33,0
120.51,22.33,0
120.54,22.33,0
120.57,22.33,0
120.6,22.33,0
120.63,22.33,1
120.66,22.33,1
120.69,22.33,1
120.72,22.33,1
120.75,22.33,1
120.78,22.33,1
120.81,22.33,1
120.84,22.33,1
120.87,22.33,1
120.9,22.33,0
120.93,22.33,0
120.96,22.33,0
120.99,22.33,0
121.02,22.33,0
121.05,22.33,0
121.08,22.33,0
121.11,22.33,0
121.14,22.33,0
121.17,22.33,0
121.2,22.33,0
121.23,22.33,0
121.26,22.33,0
121.29,22.33,0
121.32,22.33,0
121.35,22.33,0
121.38,22.33,0
121.41,22.33,0
121.44,22.33,0
121.47,22.33,0
121.5,22.33,0
121.53,22.33,0
121.56,22.33,0
121.59,22.33,0
121.62,22.33,0
121.65,22.33,0
121.68,22.33,0
121.71,22.33,0
121.74,22.33,0
121.77,22.33,0
121.8,22.33,0
121.83,22.33,0
121.86,22.33,0
121.89,22.33,0
121.92,22.33,0
121.95,22.33,0
121.98,22.33,0
120.0,22.36,0
120.03,22.36,0
120.06,22.36,0
120.09,22.36,0
120.12,22.36,0
120.15,22.36,0
120.18,22.36,0
120.21,22.36,0
120.24,22.36,0
120.27,22.36,0
120.3,22.36,0
120.33,22.36,0
120.36,22.36,0
120.39,22.36,0
120.42,22.36,0
120.45,22.36,0
120.48,22.36,0
120.51,22.36,0
120.54,22.36,0
120.57,22.36,0
120.6,22.36,0
120.63,22.36,1
120.66,22.36,1
120.69,22.36,1
120.72,22.36,1
120.75,22.36,1
120.78,22.36,1
120.81,22.36,1
120.84,22.36,1
120.87,22.36,1
120.9,22.36,1
120.93,22.36,0
120.96,22.36,0
120.99,22.36,0
121.02,22.36,0
121.05,22.36,0
121.08,22.36,0
121.11,22.36,0
121.14,22.36,0
121.17,22.36,0
121.2,22.36,0
121.23,22.36,0
121.26,22.36,0
121.29,22.36,0
121.32,22.36,0
121.35,22.36,0
121.38,22.36,0
121.41,22.36,0
121.44,22.36,0
121.47,22.36,0
121.5,22.36,0
121.53,22.36,0
121.56,22.36,0
121.59,22.36,0
121.62,22.36,0
121.65,22.36,0
121.68,22.36,0
121.71,22.36,0
121.74,22.36,0
121.77,22.36,0
121.8,22.36,0
121.83,22.36,0
121.86,22.36,0
121.89,22.36,0
121.92,22.36,0
121.95,22.36,0
121.98,22.36,0
120.0,22.39,0
120.03,22.39,0
120.06,22.39,0
120.09,22.39,0
120.12,22.39,0
120.15,22.39,0
120.18,22.39,0
120.21,22.39,0
120.24,22.39,0
120.27,22.39,0
120.3,22.39,0
120.33,22.39,0
120.36,22.39,0
120.39,22.39,0
120.42,22.39,0
120.45,22.39,0
120.48,22.39,0
120.51,22.39,0
120.54,22.39,0
120.57,22.39,1
120.6,22.39,1
120.63,22.39,1
120.66,22.39,1
120.69,22.39,1
120.72,22.39,1
120.75,22.39,1
120.78,22.39,1
120.81,22.39,1
120.84,22.39,1
120.87,22.39,1
120.9,22.39,1
120.93,22.39,0
120.96,22.39,0
120.99,22.39,0
121.02,22.39,0
121.05,22.39,0
121.08,22.39,0
121.11,22.39,0
121.14,22.39,0
121.17,22.39,0
121.2,22.39,0
121.23,22.39,0
121.26,22.39,0
121.29,22.39,0
121.32,22.39,0
121.35,22.39,0
121.38,22.39,0
121.41,22.39,0
121.44,22.39,0
121.47,22.39,0
121.5,22.39,0
121.53,22.39,0
121.56,22.39,0
121.59,22.39,0
121.62,22.39,0
121.65,22.39,0
121.68,22.39,0
121.71,22.39,0
121.74,22.39,0
121.77,22.39,0
121.8,22.39,0
121.83,22.39,0
121.86,22.39,0
121.89,22.39,0
121.92,22.39,0
121.95,22.39,0
121.98,22.39,0
120.0,22.419999999999998,0
120.03,22.419999999999998,0
120.06,22.419999999999998,0
120.09,22.419999999999998,0
120.12,22.419999999999998,0
120.15,22.419999999999998,0
120.18,22.419999999999998,0
120.21,22.419999999999998,0
120.24,22.419999999999998,0
120.27,22.419999999999998,0
120.3,22.419999999999998,0
120.33,22.419999999999998,0
120.36,22.419999999999998,0
120.39,22.419999999999998,0
120.42,22.419999999999998,0
120.45,22.419999999999998,0
120.48,22.419999999999998,0
120.51,22.419999999999998,1
120.54,22.419999999999998,1
120.57,22.419999999999998,1
120.6,22.419999999999998,1
120.63,22.419999999999998,1
120.66,22.419999999999998,1
120.69,22.419999999999998,1
120.72,22.419999999999998,1
120.75,22.419999999999998,1
120.78,22.419999999999998,1
120.81,22.419999999999998,1
120.84,22.419999999999998,1
120.87,22.419999999999998,1
120.9,22.419999999999998,1
120.93,22.419999999999998,0
120.96,22.419999999999998,0
120.99,22.419999999999998,0
121.02,22.419999999999998,0
121.05,22.419999999999998,0
121.08,22.419999999999998,0
121.11,22.419999999999998,0
121.14,22.419999999999998,0
121.17,22.419999999999998,0
121.2,22.419999999999998,0
121.23,22.419999999999998,0
121.26,22.419999999999998,0
121.29,22.419999999999998,0
121.32,22.419999999999998,0
121.35,22.419999999999998,0
121.38,22.419999999999998,0
121.41,22.419999999999998,0
121.44,22.419999999999998,0
121.47,22.419999999999998,0
121.5,22.419999999999998,0
121.53,22.419999999999998,0
121.56,22.419999999999998,0
121.59,22.419999999999998,0
121.62,22.419999999999998,0
121.65,22.419999999999998,0
121.68,22.419999999999998,0
121.71,22.419999999999998,0
121.74,22.419999999999998,0
121.77,22.419999999999998,0
